behaviorLogId,studentId,yearGroup,academicYear,date,primaryCategory,subcategory,severity,details,status,dateResolved
572,1020,2,2020/21,2021-02-11,Safety and Discipline,Leaving School Grounds Without Permission,Mild,The student left the school premises without authorization.,Pending,
573,1020,2,2020/21,2020-11-09,Positive Behavior,Participation,None,The student actively engaged in class discussions and activities.,,
574,1023,2,2020/21,2021-04-02,Aggressive/Unsafe Behavior,Physical Aggression,Severe,The student displayed physical aggression towards others.,Pending,
575,1023,2,2020/21,2020-12-19,Attendance Issues,Late Arrival,Severe,The student arrived late without a valid excuse.,Pending,
576,1024,2,2020/21,2020-12-14,Aggressive/Unsafe Behavior,Physical Aggression,Mild,The student displayed physical aggression towards others.,Pending,
577,1024,2,2020/21,2021-01-23,Engagement/Participation,Off-Task,Mild,The student was frequently distracted and off-task during lessons.,Pending,
578,1024,2,2020/21,2021-01-05,Positive Behavior,Participation,None,The student actively engaged in class discussions and activities.,,
579,1025,2,2020/21,2020-09-06,Positive Behavior,Consistent Attendance,None,The student maintained perfect attendance throughout the term.,,
580,1025,2,2020/21,2021-02-07,Positive Behavior,Academic Effort,None,The student showed consistent effort to improve academically.,,
581,1025,2,2020/21,2021-06-09,Safety and Discipline,Leaving School Grounds Without Permission,Mild,The student left the school premises without authorization.,Pending,
582,1026,2,2020/21,2021-05-10,Aggressive/Unsafe Behavior,Verbal Aggression,Severe,The student used abusive or offensive language.,Resolved,2021-06-01
583,1027,2,2020/21,2021-01-12,Engagement/Participation,Lack of Participation,Mild,The student did not participate in class activities.,Pending,
584,1027,2,2020/21,2021-06-07,Aggressive/Unsafe Behavior,Verbal Aggression,Moderate,The student used abusive or offensive language.,Resolved,2021-09-04
585,1029,2,2020/21,2021-05-15,Attendance Issues,Late Arrival,Mild,The student arrived late without a valid excuse.,Pending,
586,1029,2,2020/21,2020-11-21,Disruptive Behavior,Interrupting,Moderate,The student frequently interrupted the teacher during lessons.,Resolved,2021-01-15
587,1031,2,2020/21,2020-11-21,Safety and Discipline,Vandalism,Mild,The student damaged school property intentionally.,Pending,
588,1031,2,2020/21,2021-03-25,Safety and Discipline,Bringing Prohibited Items,Severe,The student brought a prohibited item to school.,Pending,
589,1032,2,2020/21,2020-10-09,Attendance Issues,Late Arrival,Severe,The student arrived late without a valid excuse.,Pending,
590,1032,2,2020/21,2021-05-11,Safety and Discipline,Bringing Prohibited Items,Mild,The student brought a prohibited item to school.,Pending,
591,1032,2,2020/21,2021-02-04,Disruptive Behavior,Talking,Moderate,"The student talked during lessons, disrupting the class.",Resolved,2021-05-02
592,1033,2,2020/21,2021-05-10,Attendance Issues,Absense,Moderate,The student was absent for an entire day without prior notice.,Pending,
593,1035,2,2020/21,2021-04-11,Positive Behavior,Consistent Attendance,None,The student maintained perfect attendance throughout the term.,,
594,1036,2,2020/21,2021-07-26,Positive Behavior,Helping Others,None,The student helped peers with their tasks or studies.,,
595,1036,2,2020/21,2020-12-17,Aggressive/Unsafe Behavior,Physical Aggression,Moderate,The student displayed physical aggression towards others.,Resolved,2021-03-02
596,1036,2,2020/21,2021-02-27,Attendance Issues,Truancy,Moderate,The student skipped school without any permission.,Resolved,2021-04-27
597,1037,2,2020/21,2021-02-02,Disruptive Behavior,Defiance,Moderate,The student showed defiant behavior towards instructions.,Resolved,2021-02-12
598,1037,2,2020/21,2020-10-03,Aggressive/Unsafe Behavior,Physical Aggression,Severe,The student displayed physical aggression towards others.,Pending,
599,1037,2,2020/21,2021-03-29,Disruptive Behavior,Interrupting,Moderate,The student frequently interrupted the teacher during lessons.,Resolved,2021-06-17
600,1038,2,2020/21,2020-12-30,Disruptive Behavior,Defiance,Moderate,The student showed defiant behavior towards instructions.,Resolved,2021-03-04
601,1038,2,2020/21,2021-01-01,Attendance Issues,Late Arrival,Moderate,The student arrived late without a valid excuse.,Resolved,2021-03-14
602,1038,2,2020/21,2021-02-13,Aggressive/Unsafe Behavior,Verbal Aggression,Mild,The student used abusive or offensive language.,Pending,
603,1040,2,2020/21,2020-10-14,Aggressive/Unsafe Behavior,Physical Aggression,Moderate,The student displayed physical aggression towards others.,Pending,
604,1041,2,2020/21,2021-03-15,Aggressive/Unsafe Behavior,Verbal Aggression,Severe,The student used abusive or offensive language.,Pending,
605,1041,2,2020/21,2021-03-01,Engagement/Participation,Not Completing Assignments,Mild,The student failed to submit or complete assigned tasks.,Pending,
606,1041,2,2020/21,2021-05-09,Aggressive/Unsafe Behavior,Bullying,Severe,The student was reported for bullying peers.,Pending,
607,1042,2,2020/21,2020-12-19,Positive Behavior,Consistent Attendance,None,The student maintained perfect attendance throughout the term.,,
608,1042,2,2020/21,2021-04-01,Safety and Discipline,Leaving School Grounds Without Permission,Moderate,The student left the school premises without authorization.,Resolved,2021-06-03
609,1044,2,2020/21,2020-12-22,Attendance Issues,Late Arrival,Moderate,The student arrived late without a valid excuse.,Pending,
610,1044,2,2020/21,2021-06-30,Disruptive Behavior,Talking,Moderate,"The student talked during lessons, disrupting the class.",Resolved,2021-09-07
611,1045,2,2020/21,2021-02-08,Disruptive Behavior,Talking,Moderate,"The student talked during lessons, disrupting the class.",Resolved,2021-04-25
612,1047,2,2020/21,2020-11-21,Safety and Discipline,Leaving School Grounds Without Permission,Severe,The student left the school premises without authorization.,Resolved,2020-11-27
613,1047,2,2020/21,2021-06-25,Disruptive Behavior,Interrupting,Moderate,The student frequently interrupted the teacher during lessons.,Resolved,2021-08-13
614,1048,2,2020/21,2021-01-26,Disruptive Behavior,Interrupting,Mild,The student frequently interrupted the teacher during lessons.,Pending,
615,1049,2,2020/21,2021-03-07,Positive Behavior,Consistent Attendance,None,The student maintained perfect attendance throughout the term.,,
616,1049,2,2020/21,2020-10-15,Positive Behavior,Consistent Attendance,None,The student maintained perfect attendance throughout the term.,,
617,1049,2,2020/21,2021-04-05,Disruptive Behavior,Interrupting,Mild,The student frequently interrupted the teacher during lessons.,Pending,
618,1052,3,2020/21,2021-04-23,Safety and Discipline,Bringing Prohibited Items,Moderate,The student brought a prohibited item to school.,Pending,
619,1052,3,2020/21,2021-05-05,Engagement/Participation,Sleeping in Class,Severe,The student was found sleeping during a lecture.,Resolved,2021-05-28
620,1053,3,2020/21,2020-11-16,Disruptive Behavior,Defiance,Severe,The student showed defiant behavior towards instructions.,Pending,
621,1053,3,2020/21,2021-06-27,Attendance Issues,Absense,Moderate,The student was absent for an entire day without prior notice.,Resolved,2021-08-17
622,1055,3,2020/21,2020-12-01,Attendance Issues,Late Arrival,Severe,The student arrived late without a valid excuse.,Resolved,2021-02-16
623,1056,3,2020/21,2020-11-14,Engagement/Participation,Sleeping in Class,Mild,The student was found sleeping during a lecture.,Pending,
624,1057,3,2020/21,2020-09-12,Attendance Issues,Truancy,Mild,The student skipped school without any permission.,Resolved,2020-10-02
625,1057,3,2020/21,2021-07-25,Aggressive/Unsafe Behavior,Verbal Aggression,Mild,The student used abusive or offensive language.,Pending,
626,1058,3,2020/21,2021-03-04,Attendance Issues,Truancy,Severe,The student skipped school without any permission.,Pending,
627,1058,3,2020/21,2020-10-11,Aggressive/Unsafe Behavior,Verbal Aggression,Moderate,The student used abusive or offensive language.,Resolved,2021-01-09
628,1059,3,2020/21,2020-12-25,Engagement/Participation,Off-Task,Moderate,The student was frequently distracted and off-task during lessons.,Pending,
629,1059,3,2020/21,2020-12-30,Engagement/Participation,Sleeping in Class,Mild,The student was found sleeping during a lecture.,Pending,
630,1059,3,2020/21,2021-05-03,Disruptive Behavior,Interrupting,Moderate,The student frequently interrupted the teacher during lessons.,Pending,
631,1060,3,2020/21,2020-09-20,Safety and Discipline,Leaving School Grounds Without Permission,Moderate,The student left the school premises without authorization.,Resolved,2020-11-25
632,1060,3,2020/21,2021-04-16,Safety and Discipline,Bringing Prohibited Items,Severe,The student brought a prohibited item to school.,Pending,
633,1060,3,2020/21,2020-11-08,Engagement/Participation,Lack of Participation,Severe,The student did not participate in class activities.,Resolved,2021-02-02
634,1061,3,2020/21,2021-06-12,Safety and Discipline,Vandalism,Severe,The student damaged school property intentionally.,Pending,
635,1061,3,2020/21,2020-12-08,Positive Behavior,Academic Effort,None,The student showed consistent effort to improve academically.,,
636,1061,3,2020/21,2021-03-01,Safety and Discipline,Vandalism,Mild,The student damaged school property intentionally.,Pending,
637,1062,3,2020/21,2021-06-02,Aggressive/Unsafe Behavior,Bullying,Severe,The student was reported for bullying peers.,Resolved,2021-06-16
638,1062,3,2020/21,2021-01-04,Engagement/Participation,Off-Task,Mild,The student was frequently distracted and off-task during lessons.,Pending,
639,1064,3,2020/21,2021-02-24,Disruptive Behavior,Defiance,Severe,The student showed defiant behavior towards instructions.,Pending,
640,1064,3,2020/21,2020-12-26,Engagement/Participation,Lack of Participation,Severe,The student did not participate in class activities.,Pending,
641,1065,3,2020/21,2021-05-14,Safety and Discipline,Vandalism,Moderate,The student damaged school property intentionally.,Pending,
642,1066,3,2020/21,2021-07-06,Aggressive/Unsafe Behavior,Verbal Aggression,Mild,The student used abusive or offensive language.,Resolved,2021-08-06
643,1067,3,2020/21,2020-11-26,Disruptive Behavior,Talking,Mild,"The student talked during lessons, disrupting the class.",Pending,
644,1067,3,2020/21,2021-04-10,Disruptive Behavior,Talking,Severe,"The student talked during lessons, disrupting the class.",Pending,
645,1067,3,2020/21,2021-04-17,Safety and Discipline,Bringing Prohibited Items,Moderate,The student brought a prohibited item to school.,Resolved,2021-07-12
646,1068,3,2020/21,2021-07-15,Safety and Discipline,Leaving School Grounds Without Permission,Moderate,The student left the school premises without authorization.,Resolved,2021-10-01
647,1069,3,2020/21,2020-11-07,Aggressive/Unsafe Behavior,Bullying,Severe,The student was reported for bullying peers.,Pending,
648,1070,3,2020/21,2020-11-21,Safety and Discipline,Vandalism,Moderate,The student damaged school property intentionally.,Pending,
649,1070,3,2020/21,2020-10-31,Positive Behavior,Academic Effort,None,The student showed consistent effort to improve academically.,,
650,1071,3,2020/21,2021-03-06,Positive Behavior,Participation,None,The student actively engaged in class discussions and activities.,,
651,1071,3,2020/21,2021-01-04,Engagement/Participation,Off-Task,Mild,The student was frequently distracted and off-task during lessons.,Pending,
652,1071,3,2020/21,2021-07-01,Aggressive/Unsafe Behavior,Physical Aggression,Severe,The student displayed physical aggression towards others.,Pending,
653,1072,3,2020/21,2021-04-07,Disruptive Behavior,Defiance,Mild,The student showed defiant behavior towards instructions.,Pending,
654,1072,3,2020/21,2020-11-13,Disruptive Behavior,Interrupting,Severe,The student frequently interrupted the teacher during lessons.,Pending,
655,1073,3,2020/21,2021-05-07,Attendance Issues,Absense,Severe,The student was absent for an entire day without prior notice.,Resolved,2021-07-26
656,1073,3,2020/21,2021-04-21,Disruptive Behavior,Defiance,Mild,The student showed defiant behavior towards instructions.,Pending,
657,1073,3,2020/21,2020-12-07,Engagement/Participation,Lack of Participation,Severe,The student did not participate in class activities.,Pending,
658,1074,3,2020/21,2021-06-14,Aggressive/Unsafe Behavior,Physical Aggression,Moderate,The student displayed physical aggression towards others.,Resolved,2021-08-28
659,1075,3,2020/21,2020-10-28,Engagement/Participation,Lack of Participation,Moderate,The student did not participate in class activities.,Pending,
660,1075,3,2020/21,2020-10-31,Engagement/Participation,Off-Task,Mild,The student was frequently distracted and off-task during lessons.,Pending,
661,1075,3,2020/21,2020-12-07,Safety and Discipline,Bringing Prohibited Items,Mild,The student brought a prohibited item to school.,Pending,
662,1076,3,2020/21,2021-04-17,Engagement/Participation,Sleeping in Class,Moderate,The student was found sleeping during a lecture.,Pending,
